relative_path,boxes_processed,mean_abs_diff,max_abs_diff
day2/members/luca/13_0250.webp,1,1.2556061921296295,58
day2/members/onanong/11_0590.webp,1,1.2140570746527777,86
day2/members/onanong/17_0009.webp,1,0.9363787615740741,86
day2/members/stevan/10_0281.webp,1,0.5023509837962963,40
day2/members/stevan/11_0699.webp,1,1.2405779803240742,84
day2/members/tien/12_0007.webp,1,0.7801558883101852,90
day2/members/werner/14_0229.webp,1,0.47799117476851855,79
day2/members/werner/17_0115.webp,1,0.7953649450231481,78
day3/members/allie/17_0205.webp,1,1.04833984375,80
day3/members/cathal/11_0181.webp,1,1.2887821903935186,112
day3/members/cathal/19_0263.webp,1,0.39435944733796297,32
day3/members/florian/12_0302.webp,1,0.35111942997685186,80
day3/members/florian/14_0452.webp,1,1.6517921730324074,107
day3/members/florian/19_0198.webp,1,0.6107675057870371,68
day3/members/klaus/09_0194.webp,1,0.5271990740740741,82
day3/members/klaus/19_0704.webp,1,0.30668583622685186,34
day3/members/luca/13_0698.webp,1,1.2856535734953705,103
day3/members/onanong/12_0488.webp,1,0.36777524594907407,71
day3/members/onanong/16_0319.webp,1,0.8256926359953703,78
day3/members/stevan/11_0119.webp,1,1.1168619791666667,110
day3/members/tien/11_0505.webp,1,1.0155164930555556,77
day3/members/tien/11_0628.webp,1,0.7760868778935185,80
day3/members/werner/08_0498.webp,1,0.5457899305555556,73
day3/members/werner/16_0328.webp,1,0.5246129918981481,74
day3/members/werner/17_0005.webp,1,0.6440972222222222,70
day3/members/werner/17_0301.webp,1,1.2543764467592593,137
day3/members/werner/20_0141.webp,1,0.5508264612268519,54
day4/members/allie/08_0040.webp,1,12.212646484375,217
day4/members/allie/09_0293.webp,1,2.859347873263889,87
day4/members/allie/09_0480.webp,1,0.36890552662037035,49
day4/members/allie/18_0334.webp,1,1.7274034288194444,101
day4/members/bjorn/08_0670.webp,1,0.5879629629629629,73
day4/members/bjorn/12_0570.webp,1,3.5923213252314814,101
day4/members/bjorn/14_0715.webp,1,0.8670428240740741,99
day4/members/bjorn/15_0170.webp,1,0.33586516203703703,28
day4/members/cathal/18_0466.webp,1,0.2811595775462963,26
day4/members/klaus/09_0320.webp,1,0.5713704427083334,84
day4/members/luca/10_0077.webp,1,2.6081181278935186,124
day4/members/luca/10_0115.webp,1,1.5694354021990742,131
day4/members/luca/14_0559.webp,1,0.36088505497685186,55
day4/members/luca/18_0257.webp,1,0.2640064380787037,50
day4/members/onanong/15_0191.webp,1,1.870777271412037,82
day4/members/werner/08_0208.webp,1,0.36869755497685186,61
day1/members/bjorn/09_0318.webp,0,0.3063060619212963,4
day1/members/bjorn/12_0196.webp,0,0.1682761863425926,3
day1/members/bjorn/14_0017.webp,0,0.3055826822916667,4
day1/members/bjorn/15_0586.webp,0,0.2803638599537037,3
day1/members/bjorn/18_0340.webp,0,0.2655164930555556,3
day1/members/bjorn/18_0660.webp,0,0.24348958333333334,3
