protocol,model,subgroup,image_count,ground_truth_boxes,prediction_boxes,ap,precision,recall,f1,true_positives,false_positives,false_negatives,zero_face_false_positive_images,zero_face_specificity,oapr_detector_score
02_egocentric_stress_500,yolo_face_scrfd_fallback,no_face,146,0,13,0.0,0.0,0.0,0.0,0,13,0,10,0.9315068493150684,0.9315068493150684
02_egocentric_stress_500,yolo_face_scrfd_fallback,very_small_or_distant_face,12,16,17,0.9259803921568628,0.8823529411764706,0.9375,0.9090909090909091,15,2,1,0,,0.9248830213903744
02_egocentric_stress_500,yolo_face_scrfd_fallback,small_face,119,407,401,0.9188601025314872,0.942643391521197,0.9287469287469288,0.9356435643564357,378,23,29,0,,0.9318607339267323
02_egocentric_stress_500,yolo_face_scrfd_fallback,medium_face,150,550,532,0.9158176170557535,0.9548872180451128,0.9236363636363636,0.9390018484288355,508,24,42,0,,0.9306028202753565
02_egocentric_stress_500,yolo_face_scrfd_fallback,large_face,28,61,53,0.833838996113804,0.9622641509433962,0.8360655737704918,0.8947368421052632,51,2,10,0,,0.8633532485714751
02_egocentric_stress_500,yolo_face_scrfd_fallback,mixed_scale_face,45,250,238,0.8886589120552612,0.9411764705882353,0.896,0.9180327868852459,224,14,26,0,,0.9060258437801351
02_egocentric_stress_500,yolo_face_scrfd_fallback,edge_or_partial_face,193,818,784,0.9007663317972681,0.9477040816326531,0.9083129584352079,0.9275905118601747,743,41,75,0,,0.9170714591111941
02_egocentric_stress_500,yolo_face_scrfd_fallback,profile_or_occluded_face,206,862,830,0.906526826961733,0.9493975903614458,0.91415313225058,0.9314420803782506,788,42,74,0,,0.9219998150935843
02_egocentric_stress_500,yolo_face_scrfd_fallback,downward_egocentric_view,89,1,5,0.0,0.0,0.0,0.0,0,5,1,0,,0.0
02_egocentric_stress_500,yolo_face_scrfd_fallback,motion_blur_or_low_sharpness,94,127,122,0.790662856468095,0.8770491803278688,0.84251968503937,0.859437751004016,107,15,20,0,,0.8502021510593815
02_egocentric_stress_500,yolo_face_scrfd_fallback,low_light_or_dim,99,204,193,0.8081467248058164,0.8860103626943006,0.8382352941176471,0.8614609571788413,171,22,33,0,,0.848819216740611
02_egocentric_stress_500,yolo_face_scrfd_fallback,high_clutter,190,577,578,0.9295998773224913,0.9359861591695502,0.9376083188908145,0.9367965367965366,541,37,36,0,,0.9372431573951188
02_egocentric_stress_500,yolo_face_scrfd_fallback,outdoor_or_vehicle_scene,18,4,5,0.95,0.8,1.0,0.888888888888889,4,1,0,0,,0.9522222222222223
02_egocentric_stress_500,yunet_2026,all_images,500,1284,1099,0.8115217756225039,0.9526842584167425,0.8154205607476636,0.8787242971044901,1047,52,237,0,,0.8449728646037781
