relative_path,method,face_crop_count,crop_ssim_mean,crop_lpips_mean,facenet_cosine_mean,facenet_reid_rate_060,landmark_pair_rate,landmark_geometry_score,background_preservation_score,face_region_utility_score,metric_status
day1/members/allie/09_0273.webp,riddle,6,0.6909986109071525,0.43427273631095886,0.2202654629945755,0.0,0.8333333333333334,0.0,0.9980106949806213,0.40674423249430885,ok
day1/members/allie/09_0273.webp,falco,6,0.659881160560321,0.5271664261817932,0.1187356486916542,0.0,0.8333333333333334,0.0,0.9976804256439209,0.36793881034212794,ok
day3/members/luca/13_0698.webp,riddle,1,0.541434469020916,0.5075035095214844,0.1459471881389618,0.0,1.0,0.0,0.9981350302696228,0.33950206415732054,ok
day3/members/luca/13_0698.webp,falco,1,0.5413591610365242,0.5756116509437561,-0.10937551409006119,0.0,1.0,0.0,0.9978772401809692,0.33947570636278346,ok
day4/members/allie/09_0480.webp,riddle,1,0.6408242159519867,0.37649521231651306,-0.09149998426437378,0.0,1.0,0.7251059300944824,0.9985383152961731,0.6173173519485594,ok
day4/members/allie/09_0480.webp,falco,1,0.6903771768531449,0.384049654006958,0.04549407213926315,0.0,1.0,0.5711072268716411,0.9985347390174866,0.592383991613032,ok
day1/members/luca/18_0040.webp,riddle,1,0.5038969482931276,0.48422276973724365,-0.013116149231791496,0.0,1.0,0.7049336083800006,0.9980610609054565,0.5104859491289729,ok
day1/members/luca/18_0040.webp,falco,1,0.406508422569338,0.5275195240974426,0.32882824540138245,0.0,1.0,0.579286096174862,0.9979798793792725,0.4370994719429838,ok
day2/members/luca/10_0654.webp,riddle,4,0.6470674119828006,0.4253445267677307,0.019573038443922997,0.0,0.75,0.3430790224616663,0.9977242350578308,0.46207107524966046,ok
day2/members/luca/10_0654.webp,falco,4,0.6365914164178463,0.4937913417816162,0.2287185937166214,0.0,0.75,0.19264716007717364,0.9974982142448425,0.39347895744718214,ok
day1/members/klaus/10_0063.webp,riddle,0,,,,,,,0.9903291463851929,,no_face
day1/members/klaus/10_0063.webp,falco,0,,,,,,,0.9907600283622742,,no_face
day3/members/tien/20_0155.webp,riddle,3,0.6323275679853798,0.486856609582901,0.09649785608053207,0.0,1.0,0.0,0.9983593821525574,0.3869622929719621,ok
day3/members/tien/20_0155.webp,falco,3,0.6986590413709278,0.4267236292362213,-0.11667381972074509,0.0,1.0,0.0,0.9983454346656799,0.4311688386858432,ok
day1/members/onanong/08_0611.webp,riddle,1,0.49215797848976345,0.4375424087047577,-0.24049806594848633,0.0,1.0,0.6885601253463406,0.9984436631202698,0.5256241194556235,ok
day1/members/onanong/08_0611.webp,falco,1,0.4607355379276632,0.5048723220825195,-0.020776014775037766,0.0,1.0,0.6130665119718134,0.9983147382736206,0.4645240662676354,ok
day4/members/stevan/13_0714.webp,riddle,4,0.6610221450839083,0.42817169427871704,0.17831385135650635,0.0,1.0,0.335671021131592,0.9983675479888916,0.5011896514723269,ok
day4/members/stevan/13_0714.webp,falco,4,0.6892748033863815,0.45056015253067017,-0.05240371823310852,0.0,1.0,0.2872924507789614,0.9983133673667908,0.49108612188051937,ok
day2/members/florian/12_0020.webp,riddle,0,,,,,,,0.9985698461532593,,no_face
day2/members/florian/12_0020.webp,falco,0,,,,,,,0.9985698461532593,,no_face
day1/members/cathal/09_0001.webp,riddle,5,0.6390159903592056,0.43324652314186096,0.1561710387468338,0.0,0.8,0.26832561026305113,0.9959241151809692,0.4441137413458446,ok
day1/members/cathal/09_0001.webp,falco,5,0.6158809207015529,0.5109456777572632,0.23441903293132782,0.0,1.0,0.0,0.99596107006073,0.3678617884463721,ok
day1/members/luca/08_0225.webp,riddle,2,0.6774856584043583,0.46954262256622314,0.05707605928182602,0.0,1.0,0.0,0.9987660646438599,0.40234866170783323,ok
day1/members/luca/08_0225.webp,falco,2,0.6848349981315829,0.5131320357322693,-0.013459810987114906,0.0,1.0,0.0,0.9987695217132568,0.39167859648493564,ok
day1/members/allie/14_0135.webp,riddle,5,0.7111152411991929,0.3971967101097107,0.2105190008878708,0.0,0.2,0.6963301311339176,0.9982543587684631,0.5152259624127955,ok
