relative_path,method,face_crop_count,crop_ssim_mean,crop_lpips_mean,facenet_cosine_mean,facenet_reid_rate_050,facenet_reid_rate_060,facenet_reid_rate_070,landmark_pair_rate,landmark_error_mean,landmark_geometry_score,background_preservation_score,face_region_utility_score,metric_status
day3/members/tien/14_0649.webp,solid_mask_black,7,0.021730039008519587,0.6759439706802368,0.23164483904838562,0.0,0.0,0.0,0.0,,0.0,0.9986440539360046,0.007605513652981855,ok
day3/members/tien/14_0649.webp,layered_blur_downscale_noise,7,0.7571170622772717,0.5710811018943787,0.23615582287311554,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,,0.0,0.9986584186553955,0.26499097179704506,ok
day3/members/tien/14_0649.webp,nullface,7,0.7887362686392123,0.33034107089042664,0.28464949131011963,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,0.19161227414550566,0.4525363595842695,0.992556095123291,0.5383069627602926,ok
day3/members/tien/14_0649.webp,diffusion_low_step,7,0.4420160714811764,0.6646887063980103,0.32454365491867065,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2600001254408232,0.2571424987405051,0.9986652135848999,0.2626180673386655,ok
day3/members/tien/14_0649.webp,reverse_personalization,7,0.8793731145039979,0.20615196228027344,0.022904371842741966,0.0,0.0,0.0,0.42857142857142855,0.13204563366522826,0.6227267609564906,0.9984853863716125,0.6746720134610995,ok
day2/members/bjorn/16_0250.webp,blur,0,,,,,,,,,,0.9990634322166443,,no_face
day2/members/bjorn/16_0250.webp,pixelate,0,,,,,,,,,,0.9990634322166443,,no_face
day2/members/bjorn/16_0250.webp,solid_mask_black,0,,,,,,,,,,0.9981741905212402,,no_face
day2/members/bjorn/16_0250.webp,layered_blur_downscale_noise,0,,,,,,,,,,0.9981741905212402,,no_face
day2/members/bjorn/16_0250.webp,nullface,0,,,,,,,,,,0.9981741905212402,,no_face
day2/members/bjorn/16_0250.webp,diffusion_low_step,0,,,,,,,,,,0.9981741905212402,,no_face
day2/members/bjorn/16_0250.webp,reverse_personalization,0,,,,,,,,,,0.9981741905212402,,no_face
day1/members/stevan/10_0179.webp,blur,4,0.8441853861525456,0.41440829634666443,0.27793005108833313,0.25,0.25,0.25,0.0,,0.0,0.9992146492004395,0.3382607332547684,ok
